"Model no","Display Name","Date Created","Date Received","Item name","Quantity Received","Unit Cost","Extended Cost","Retail Price","Extended retail","Gross Margin %",Size,"Product No"
38543202," RW HOOD VAULT 1983 GRY SM",1/3/2023,1/30/2023,"315 - Hooded Sweat Adult",6,39.27,235.62,84.99,509.94,0.537945641,SM,385432
38543203," RW HOOD VAULT 1983 GRY MED",1/3/2023,1/30/2023,"315 - Hooded Sweat Adult",18,39.27,706.86,84.99,1529.82,0.537945641,MED,385432
38543204," RW HOOD VAULT 1983 GRY LG",1/3/2023,1/30/2023,"315 - Hooded Sweat Adult",24,39.27,942.48,84.99,2039.76,0.537945641,LG,385432
38543205," RW HOOD VAULT 1983 GRY XL",1/3/2023,1/30/2023,"315 - Hooded Sweat Adult",18,39.27,706.86,84.99,1529.82,0.537945641,XL,385432
38543206," RW HOOD VAULT 1983 GRY XXL",1/3/2023,1/30/2023,"315 - Hooded Sweat Adult",6,39.27,235.62,84.99,509.94,0.537945641,XXL,385432
75573204," HOOD SWEAT CHAR LG",1/26/2023,2/8/2023,"315 - Hooded Sweat Adult",24,25.05,601.2,54.99,1319.76,0.54446263,LG,755732
75573206," HOOD SWEAT CHAR XXL",1/26/2023,2/8/2023,"315 - Hooded Sweat Adult",12,25.05,300.6,54.99,659.88,0.54446263,XXL,755732
75613203," HOOD SWEAT   CHAR MED",1/26/2023,2/8/2023,"315 - Hooded Sweat Adult",24,25.05,601.2,54.99,1319.76,0.54446263,MED,756132
75613204," HOOD SWEAT   CHAR LG",1/26/2023,2/8/2023,"315 - Hooded Sweat Adult",24,25.05,601.2,54.99,1319.76,0.54446263,LG,756132
75613205," HOOD SWEAT   CHAR XL",1/26/2023,2/8/2023,"315 - Hooded Sweat Adult",24,25.05,601.2,54.99,1319.76,0.54446263,XL,756132
75633204," HOOD SWEAT   OXFORD GRY LG",1/26/2023,2/8/2023,"315 - Hooded Sweat Adult",24,25.05,601.2,54.99,1319.76,0.54446263,LG,756332
75633206," HOOD SWEAT   OXFORD GRY XXL",1/26/2023,2/8/2023,"315 - Hooded Sweat Adult",6,25.05,150.3,54.99,329.94,0.54446263,XXL,756332
75593504," HOOD SWEAT WHT LG",2/14/2023,2/14/2023,"315 - Hooded Sweat Adult",0,25.06,0,54.99,0,0.544280778,LG,755935
75563002," HOOD SWEAT BLK  SM",2/14/2023,2/21/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,SM,755630
75563003," HOOD SWEAT BLK  MED",2/14/2023,2/21/2023,"315 - Hooded Sweat Adult",18,25.06,451.08,54.99,989.82,0.544280778,MED,755630
75563004," HOOD SWEAT BLK  LG",2/14/2023,2/21/2023,"315 - Hooded Sweat Adult",18,25.06,451.08,54.99,989.82,0.544280778,LG,755630
75573202," HOOD SWEAT CHAR SM",2/14/2023,2/21/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,SM,755732
75573203," HOOD SWEAT CHAR MED",2/14/2023,2/21/2023,"315 - Hooded Sweat Adult",24,25.06,601.44,54.99,1319.76,0.544280778,MED,755732
75573205," HOOD SWEAT CHAR XL",2/14/2023,2/21/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,XL,755732
75586002," HOOD SWEAT RED SM",2/14/2023,2/21/2023,"315 - Hooded Sweat Adult",18,25.06,451.08,54.99,989.82,0.544280778,SM,755860
75586003," HOOD SWEAT RED MED",2/14/2023,2/21/2023,"315 - Hooded Sweat Adult",24,25.06,601.44,54.99,1319.76,0.544280778,MED,755860
75586004," HOOD SWEAT RED LG",2/14/2023,2/21/2023,"315 - Hooded Sweat Adult",24,25.06,601.44,54.99,1319.76,0.544280778,LG,755860
75593502," HOOD SWEAT WHT SM",2/14/2023,2/21/2023,"315 - Hooded Sweat Adult",24,25.06,601.44,54.99,1319.76,0.544280778,SM,755935
75593503," HOOD SWEAT WHT MED",2/14/2023,2/21/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,MED,755935
75603002," HOOD SWEAT BLACK SM",2/14/2023,2/21/2023,"315 - Hooded Sweat Adult",24,25.05,601.2,54.99,1319.76,0.54446263,SM,756030
75603003," HOOD SWEAT BLACK MED",2/14/2023,2/21/2023,"315 - Hooded Sweat Adult",12,25.05,300.6,54.99,659.88,0.54446263,MED,756030
75603004," HOOD SWEAT BLACK LG",2/14/2023,2/21/2023,"315 - Hooded Sweat Adult",12,25.05,300.6,54.99,659.88,0.54446263,LG,756030
75603005," HOOD SWEAT BLACK XL",2/14/2023,2/21/2023,"315 - Hooded Sweat Adult",12,25.05,300.6,54.99,659.88,0.54446263,XL,756030
75603006," HOOD SWEAT BLACK XXL",2/14/2023,2/21/2023,"315 - Hooded Sweat Adult",6,25.05,150.3,54.99,329.94,0.54446263,XXL,756030
75626002," HOOD SWEAT   RED SM",2/14/2023,2/21/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,SM,756260
75626003," HOOD SWEAT   RED MED",2/14/2023,2/21/2023,"315 - Hooded Sweat Adult",24,25.06,601.44,54.99,1319.76,0.544280778,MED,756260
75563004," HOOD SWEAT BLK  LG",2/28/2023,2/28/2023,"315 - Hooded Sweat Adult",0,25.05,0,54.99,0,0.54446263,LG,755630
75563006," HOOD SWEAT BLK  XXL",2/28/2023,2/28/2023,"315 - Hooded Sweat Adult",0,25.05,0,54.99,0,0.54446263,XXL,755630
75563002," HOOD SWEAT BLK  SM",2/28/2023,3/20/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,SM,755630
75563003," HOOD SWEAT BLK  MED",2/28/2023,3/20/2023,"315 - Hooded Sweat Adult",18,25.06,451.08,54.99,989.82,0.544280778,MED,755630
75563005," HOOD SWEAT BLK  XL",2/28/2023,3/20/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,XL,755630
75563006," HOOD SWEAT BLK  XXL",2/28/2023,3/20/2023,"315 - Hooded Sweat Adult",6,25.06,150.36,54.99,329.94,0.544280778,XXL,755630
75613204," HOOD SWEAT   CHAR LG",2/28/2023,3/20/2023,"315 - Hooded Sweat Adult",18,26.27,472.86,54.99,989.82,0.522276778,LG,756132
75613205," HOOD SWEAT   CHAR XL",2/28/2023,3/20/2023,"315 - Hooded Sweat Adult",12,26.27,315.24,54.99,659.88,0.522276778,XL,756132
75613206," HOOD SWEAT   CHAR XXL",2/28/2023,3/20/2023,"315 - Hooded Sweat Adult",6,26.27,157.62,54.99,329.94,0.522276778,XXL,756132
75633204," HOOD SWEAT   OXFORD GRY LG",2/28/2023,3/20/2023,"315 - Hooded Sweat Adult",18,25.05,450.9,54.99,989.82,0.54446263,LG,756332
75633205," HOOD SWEAT   OXFORD GRY XL",2/28/2023,3/20/2023,"315 - Hooded Sweat Adult",12,25.05,300.6,54.99,659.88,0.54446263,XL,756332
75633206," HOOD SWEAT   OXFORD GRY XXL",2/28/2023,3/20/2023,"315 - Hooded Sweat Adult",6,25.05,150.3,54.99,329.94,0.54446263,XXL,756332
75573204," HOOD SWEAT CHAR LG",2/28/2023,3/24/2023,"315 - Hooded Sweat Adult",6,25.06,150.36,54.99,329.94,0.544280778,LG,755732
75573205," HOOD SWEAT CHAR XL",2/28/2023,3/24/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,XL,755732
75603004," HOOD SWEAT BLACK LG",2/28/2023,3/24/2023,"315 - Hooded Sweat Adult",18,25.05,450.9,54.99,989.82,0.54446263,LG,756030
75563003," HOOD SWEAT BLK  MED",3/28/2023,4/5/2023,"315 - Hooded Sweat Adult",18,25.06,451.08,54.99,989.82,0.544280778,MED,755630
75563004," HOOD SWEAT BLK  LG",3/28/2023,4/5/2023,"315 - Hooded Sweat Adult",18,25.06,451.08,54.99,989.82,0.544280778,LG,755630
75563005," HOOD SWEAT BLK  XL",3/28/2023,4/5/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,XL,755630
75573203," HOOD SWEAT CHAR MED",3/28/2023,4/5/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,MED,755732
75573205," HOOD SWEAT CHAR XL",3/28/2023,4/5/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,XL,755732
75586002," HOOD SWEAT RED SM",3/28/2023,4/5/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,SM,755860
75586003," HOOD SWEAT RED MED",3/28/2023,4/5/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,MED,755860
75586004," HOOD SWEAT RED LG",3/28/2023,4/5/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,LG,755860
75586005," HOOD SWEAT RED XL",3/28/2023,4/5/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,XL,755860
75593502," HOOD SWEAT WHT SM",3/28/2023,4/5/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,SM,755935
75593505," HOOD SWEAT WHT XL",3/28/2023,4/5/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,XL,755935
75593506," HOOD SWEAT WHT XXL",3/28/2023,4/5/2023,"315 - Hooded Sweat Adult",6,25.06,150.36,54.99,329.94,0.544280778,XXL,755935
75603002," HOOD SWEAT BLACK SM",3/28/2023,4/5/2023,"315 - Hooded Sweat Adult",12,25.05,300.6,54.99,659.88,0.54446263,SM,756030
75603003," HOOD SWEAT BLACK MED",3/28/2023,4/5/2023,"315 - Hooded Sweat Adult",18,25.05,450.9,54.99,989.82,0.54446263,MED,756030
75603005," HOOD SWEAT BLACK XL",3/28/2023,4/5/2023,"315 - Hooded Sweat Adult",12,25.05,300.6,54.99,659.88,0.54446263,XL,756030
1303001," RWHOOD NCST/WP BLK XS",4/13/2023,4/13/2023,"315 - Hooded Sweat Adult",0,33.16,0,69.99,0,0.526218031,XS,13030
1253201," RWHOOD SILV GRY XS",4/13/2023,5/25/2023,"315 - Hooded Sweat Adult",2,33.16,66.32,69.99,139.98,0.526218031,XS,12532
1253202," RWHOOD SILV GRY SM",4/13/2023,5/25/2023,"315 - Hooded Sweat Adult",6,33.16,198.96,69.99,419.94,0.526218031,SM,12532
1253203," RWHOOD SILV GRY MED",4/13/2023,5/25/2023,"315 - Hooded Sweat Adult",12,33.16,397.92,69.99,839.88,0.526218031,MED,12532
1253204," RWHOOD SILV GRY LG",4/13/2023,5/25/2023,"315 - Hooded Sweat Adult",12,33.16,397.92,69.99,839.88,0.526218031,LG,12532
1253205," RWHOOD SILV GRY XL",4/13/2023,5/25/2023,"315 - Hooded Sweat Adult",12,33.16,397.92,69.99,839.88,0.526218031,XL,12532
1253206," RWHOOD SILV GRY XXL",4/13/2023,5/25/2023,"315 - Hooded Sweat Adult",4,33.16,132.64,69.99,279.96,0.526218031,XXL,12532
4833202," HOODIE OXF GRY SM",4/13/2023,5/25/2023,"315 - Hooded Sweat Adult",4,24.09,96.36,52.99,211.96,0.545385922,SM,48332
4833203," HOODIE OXF GRY MED",4/13/2023,5/25/2023,"315 - Hooded Sweat Adult",12,24.09,289.08,52.99,635.88,0.545385922,MED,48332
4833204," HOODIE OXF GRY LG",4/13/2023,5/25/2023,"315 - Hooded Sweat Adult",16,24.09,385.44,52.99,847.84,0.545385922,LG,48332
4833205," HOODIE OXF GRY XL",4/13/2023,5/25/2023,"315 - Hooded Sweat Adult",12,24.09,289.08,52.99,635.88,0.545385922,XL,48332
4833206," HOODIE OXF GRY XXL",4/13/2023,5/25/2023,"315 - Hooded Sweat Adult",4,24.09,96.36,52.99,211.96,0.545385922,XXL,48332
1293201," RWHOOD APP SLV GRY XS",4/13/2023,8/22/2023,"315 - Hooded Sweat Adult",2,40.84,81.68,82.99,165.98,0.507892517,XS,12932
1293202," RWHOOD APP SLV GRY SM",4/13/2023,8/22/2023,"315 - Hooded Sweat Adult",6,40.84,245.04,82.99,497.94,0.507892517,SM,12932
1293203," RWHOOD APP SLV GRY MED",4/13/2023,8/22/2023,"315 - Hooded Sweat Adult",12,40.84,490.08,82.99,995.88,0.507892517,MED,12932
1293204," RWHOOD APP SLV GRY LG",4/13/2023,8/22/2023,"315 - Hooded Sweat Adult",12,40.84,490.08,82.99,995.88,0.507892517,LG,12932
1293205," RWHOOD APP SLV GRY XL",4/13/2023,8/22/2023,"315 - Hooded Sweat Adult",12,40.84,490.08,82.99,995.88,0.507892517,XL,12932
1293206," RWHOOD APP SLV GRY XXL",4/13/2023,8/22/2023,"315 - Hooded Sweat Adult",4,40.84,163.36,82.99,331.96,0.507892517,XXL,12932
1303002," RWHOOD NCST/WP BLK SM",4/13/2023,8/23/2023,"315 - Hooded Sweat Adult",8,33.16,265.28,69.99,559.92,0.526218031,SM,13030
1303003," RWHOOD NCST/WP BLK MED",4/13/2023,8/23/2023,"315 - Hooded Sweat Adult",12,33.16,397.92,69.99,839.88,0.526218031,MED,13030
1303004," RWHOOD NCST/WP BLK LG",4/13/2023,8/23/2023,"315 - Hooded Sweat Adult",12,33.16,397.92,69.99,839.88,0.526218031,LG,13030
1303005," RWHOOD NCST/WP BLK XL",4/13/2023,8/23/2023,"315 - Hooded Sweat Adult",12,33.16,397.92,69.99,839.88,0.526218031,XL,13030
1303006," RWHOOD NCST/WP BLK XXL",4/13/2023,8/23/2023,"315 - Hooded Sweat Adult",4,33.16,132.64,69.99,279.96,0.526218031,XXL,13030
75613206," HOOD SWEAT   CHAR XXL",4/17/2023,4/17/2023,"315 - Hooded Sweat Adult",0,25.06,0,54.99,0,0.544280778,XXL,756132
75603003," HOOD SWEAT BLACK MED",4/17/2023,5/8/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,MED,756030
75603004," HOOD SWEAT BLACK LG",4/17/2023,5/8/2023,"315 - Hooded Sweat Adult",24,25.06,601.44,54.99,1319.76,0.544280778,LG,756030
75613203," HOOD SWEAT   CHAR MED",4/17/2023,5/8/2023,"315 - Hooded Sweat Adult",24,25.06,601.44,54.99,1319.76,0.544280778,MED,756132
75626003," HOOD SWEAT   RED MED",4/17/2023,5/8/2023,"315 - Hooded Sweat Adult",18,25.06,451.08,54.99,989.82,0.544280778,MED,756260
75626004," HOOD SWEAT   RED LG",4/17/2023,5/8/2023,"315 - Hooded Sweat Adult",18,25.06,451.08,54.99,989.82,0.544280778,LG,756260
75633202," HOOD SWEAT   OXFORD GRY SM",4/17/2023,5/9/2023,"315 - Hooded Sweat Adult",24,25.06,601.44,54.99,1319.76,0.544280778,SM,756332
75633203," HOOD SWEAT   OXFORD GRY MED",4/17/2023,5/9/2023,"315 - Hooded Sweat Adult",24,25.06,601.44,54.99,1319.76,0.544280778,MED,756332
75633205," HOOD SWEAT   OXFORD GRY XL",4/17/2023,5/9/2023,"315 - Hooded Sweat Adult",18,25.06,451.08,54.99,989.82,0.544280778,XL,756332
75633206," HOOD SWEAT   OXFORD GRY XXL",4/17/2023,5/9/2023,"315 - Hooded Sweat Adult",6,25.06,150.36,54.99,329.94,0.544280778,XXL,756332
75563002," HOOD SWEAT BLK  SM",4/17/2023,5/3/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,SM,755630
75563003," HOOD SWEAT BLK  MED",4/17/2023,5/3/2023,"315 - Hooded Sweat Adult",18,25.06,451.08,54.99,989.82,0.544280778,MED,755630
75563004," HOOD SWEAT BLK  LG",4/17/2023,5/3/2023,"315 - Hooded Sweat Adult",18,25.05,450.9,54.99,989.82,0.54446263,LG,755630
75563005," HOOD SWEAT BLK  XL",4/17/2023,5/3/2023,"315 - Hooded Sweat Adult",12,25.05,300.6,54.99,659.88,0.54446263,XL,755630
75573202," HOOD SWEAT CHAR SM",4/17/2023,5/3/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,SM,755732
75573204," HOOD SWEAT CHAR LG",4/17/2023,5/3/2023,"315 - Hooded Sweat Adult",18,25.06,451.08,54.99,989.82,0.544280778,LG,755732
75586003," HOOD SWEAT RED MED",4/17/2023,5/3/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,MED,755860
75586004," HOOD SWEAT RED LG",5/3/2023,5/16/2023,"315 - Hooded Sweat Adult",24,25.06,601.44,54.99,1319.76,0.544280778,LG,755860
75633204," HOOD SWEAT   OXFORD GRY LG",5/3/2023,5/16/2023,"315 - Hooded Sweat Adult",24,25.05,601.2,54.99,1319.76,0.54446263,LG,756332
4826002," HOOD MSCT RED SM",4/13/2023,5/30/2023,"315 - Hooded Sweat Adult",4,24.09,96.36,52.99,211.96,0.545385922,SM,48260
4826003," HOOD MSCT RED MED",4/13/2023,5/30/2023,"315 - Hooded Sweat Adult",12,24.09,289.08,52.99,635.88,0.545385922,MED,48260
4826004," HOOD MSCT RED LG",4/13/2023,5/30/2023,"315 - Hooded Sweat Adult",16,24.09,385.44,52.99,847.84,0.545385922,LG,48260
4826005," HOOD MSCT RED XL",4/13/2023,5/30/2023,"315 - Hooded Sweat Adult",12,24.09,289.08,52.99,635.88,0.545385922,XL,48260
4826006," HOOD MSCT RED XXL",4/13/2023,5/30/2023,"315 - Hooded Sweat Adult",4,24.09,96.36,52.99,211.96,0.545385922,XXL,48260
4123002," HOODIE BLK SM",4/13/2023,9/1/2023,"315 - Hooded Sweat Adult",4,29.83,119.32,62.99,251.96,0.526432767,SM,41230
4123004," HOODIE BLK LG",4/13/2023,9/1/2023,"315 - Hooded Sweat Adult",16,29.83,477.28,62.99,1007.84,0.526432767,LG,41230
4123005," HOODIE BLK XL",4/13/2023,9/1/2023,"315 - Hooded Sweat Adult",12,29.83,357.96,62.99,755.88,0.526432767,XL,41230
4123006," HOODIE BLK XXL",4/13/2023,9/1/2023,"315 - Hooded Sweat Adult",4,29.83,119.32,62.99,251.96,0.526432767,XXL,41230
4054202," HOODIE OATMEAL SM",4/13/2023,9/18/2023,"315 - Hooded Sweat Adult",8,29.83,238.64,62.99,503.92,0.526432767,SM,40542
4054203," HOODIE OATMEAL MED",4/13/2023,9/18/2023,"315 - Hooded Sweat Adult",12,29.83,357.96,62.99,755.88,0.526432767,MED,40542
4054204," HOODIE OATMEAL LG",4/13/2023,9/18/2023,"315 - Hooded Sweat Adult",12,29.83,357.96,62.99,755.88,0.526432767,LG,40542
4054205," HOODIE OATMEAL XL",4/13/2023,9/18/2023,"315 - Hooded Sweat Adult",12,29.83,357.96,62.99,755.88,0.526432767,XL,40542
4054206," HOODIE OATMEAL XXL",4/13/2023,9/18/2023,"315 - Hooded Sweat Adult",4,29.83,119.32,62.99,251.96,0.526432767,XXL,40542
4113502," WHITE HOODIE SM",4/13/2023,9/18/2023,"315 - Hooded Sweat Adult",12,29.83,357.96,62.99,755.88,0.526432767,SM,41135
4113503," WHITE HOODIE MED",4/13/2023,9/18/2023,"315 - Hooded Sweat Adult",12,29.83,357.96,62.99,755.88,0.526432767,MED,41135
4113504," WHITE HOODIE LG",4/13/2023,9/18/2023,"315 - Hooded Sweat Adult",12,29.83,357.96,62.99,755.88,0.526432767,LG,41135
4113505," WHITE HOODIE XL",4/13/2023,9/18/2023,"315 - Hooded Sweat Adult",8,29.83,238.64,62.99,503.92,0.526432767,XL,41135
4113506," WHITE HOODIE XXL",4/13/2023,9/18/2023,"315 - Hooded Sweat Adult",4,29.83,119.32,62.99,251.96,0.526432767,XXL,41135
4066002," HOODIE RED SM",4/13/2023,9/19/2023,"315 - Hooded Sweat Adult",4,29.83,119.32,62.99,251.96,0.526432767,SM,40660
4066003," HOODIE RED MED",4/13/2023,9/19/2023,"315 - Hooded Sweat Adult",12,29.83,357.96,62.99,755.88,0.526432767,MED,40660
4066004," HOODIE RED LG",4/13/2023,9/19/2023,"315 - Hooded Sweat Adult",16,29.83,477.28,62.99,1007.84,0.526432767,LG,40660
4066005," HOODIE RED XL",4/13/2023,9/19/2023,"315 - Hooded Sweat Adult",12,29.83,357.96,62.99,755.88,0.526432767,XL,40660
4066006," HOODIE RED XXL",4/13/2023,9/19/2023,"315 - Hooded Sweat Adult",4,29.83,119.32,62.99,251.96,0.526432767,XXL,40660
75613202," HOOD SWEAT   CHAR SM",5/10/2023,6/2/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,SM,756132
75613204," HOOD SWEAT   CHAR LG",5/10/2023,6/2/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,LG,756132
75613205," HOOD SWEAT   CHAR XL",5/10/2023,6/2/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,XL,756132
75603002," HOOD SWEAT BLACK SM",5/10/2023,6/22/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,SM,756030
75603004," HOOD SWEAT BLACK LG",5/10/2023,6/22/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,LG,756030
75603005," HOOD SWEAT BLACK XL",5/10/2023,6/22/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,XL,756030
75603006," HOOD SWEAT BLACK XXL",5/10/2023,6/22/2023,"315 - Hooded Sweat Adult",6,25.06,150.36,54.99,329.94,0.544280778,XXL,756030
75563002," HOOD SWEAT BLK  SM",5/10/2023,6/6/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,SM,755630
75563003," HOOD SWEAT BLK  MED",5/10/2023,6/6/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,MED,755630
75563004," HOOD SWEAT BLK  LG",5/10/2023,6/6/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,LG,755630
75563006," HOOD SWEAT BLK  XXL",5/10/2023,6/6/2023,"315 - Hooded Sweat Adult",6,25.06,150.36,54.99,329.94,0.544280778,XXL,755630
75586002," HOOD SWEAT RED SM",5/10/2023,6/6/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,SM,755860
75586003," HOOD SWEAT RED MED",5/10/2023,6/6/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,MED,755860
75586006," HOOD SWEAT RED XXL",5/10/2023,6/6/2023,"315 - Hooded Sweat Adult",6,25.06,150.36,54.99,329.94,0.544280778,XXL,755860
75573202," HOOD SWEAT CHAR SM",5/10/2023,6/22/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,SM,755732
75573203," HOOD SWEAT CHAR MED",5/10/2023,6/22/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,MED,755732
75573204," HOOD SWEAT CHAR LG",5/10/2023,6/22/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,LG,755732
75593502," HOOD SWEAT WHT SM",6/5/2023,6/15/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,SM,755935
75593503," HOOD SWEAT WHT MED",6/5/2023,6/15/2023,"315 - Hooded Sweat Adult",18,25.06,451.08,54.99,989.82,0.544280778,MED,755935
75593502," HOOD SWEAT WHT SM",6/30/2023,7/17/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,SM,755935
75593503," HOOD SWEAT WHT MED",6/30/2023,7/17/2023,"315 - Hooded Sweat Adult",24,25.06,601.44,54.99,1319.76,0.544280778,MED,755935
75593504," HOOD SWEAT WHT LG",6/30/2023,7/17/2023,"315 - Hooded Sweat Adult",18,25.06,451.08,54.99,989.82,0.544280778,LG,755935
75593505," HOOD SWEAT WHT XL",6/30/2023,7/17/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,XL,755935
75563003," HOOD SWEAT BLK  MED",6/30/2023,7/19/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,MED,755630
75563004," HOOD SWEAT BLK  LG",6/30/2023,7/19/2023,"315 - Hooded Sweat Adult",30,25.06,751.8,54.99,1649.7,0.544280778,LG,755630
75563005," HOOD SWEAT BLK  XL",6/30/2023,7/19/2023,"315 - Hooded Sweat Adult",6,25.06,150.36,54.99,329.94,0.544280778,XL,755630
75586003," HOOD SWEAT RED MED",6/30/2023,7/24/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,MED,755860
75586004," HOOD SWEAT RED LG",6/30/2023,7/24/2023,"315 - Hooded Sweat Adult",18,25.06,451.08,54.99,989.82,0.544280778,LG,755860
