"Model no","Display Name","Date Created","Date Received","Item name","Quantity Received","Unit Cost","Extended Cost","Retail Price","Extended retail","Gross Margin %",Size,"Product No"
75586005," HOOD SWEAT RED XL",6/30/2023,7/24/2023,"315 - Hooded Sweat Adult",18,25.06,451.08,54.99,989.82,0.544280778,XL,755860
75603003," HOOD SWEAT BLACK MED",6/30/2023,7/17/2023,"315 - Hooded Sweat Adult",24,25.06,601.44,54.99,1319.76,0.544280778,MED,756030
75613205," HOOD SWEAT   CHAR XL",6/30/2023,7/17/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,XL,756132
75613206," HOOD SWEAT   CHAR XXL",6/30/2023,7/17/2023,"315 - Hooded Sweat Adult",6,25.06,150.36,54.99,329.94,0.544280778,XXL,756132
75626003," HOOD SWEAT   RED MED",6/30/2023,7/17/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,MED,756260
75626004," HOOD SWEAT   RED LG",6/30/2023,7/17/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,LG,756260
75626006," HOOD SWEAT   RED XXL",6/30/2023,7/17/2023,"315 - Hooded Sweat Adult",6,25.06,150.36,54.99,329.94,0.544280778,XXL,756260
75633203," HOOD SWEAT   OXFORD GRY MED",6/30/2023,7/21/2023,"315 - Hooded Sweat Adult",18,25.06,451.08,54.99,989.82,0.544280778,MED,756332
75633204," HOOD SWEAT   OXFORD GRY LG",6/30/2023,7/21/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,LG,756332
75633206," HOOD SWEAT   OXFORD GRY XXL",6/30/2023,7/21/2023,"315 - Hooded Sweat Adult",6,25.06,150.36,54.99,329.94,0.544280778,XXL,756332
75563002," HOOD SWEAT BLK  SM",7/19/2023,7/28/2023,"315 - Hooded Sweat Adult",18,25.06,451.08,54.99,989.82,0.544280778,SM,755630
75563003," HOOD SWEAT BLK  MED",7/19/2023,7/28/2023,"315 - Hooded Sweat Adult",18,25.06,451.08,54.99,989.82,0.544280778,MED,755630
75563005," HOOD SWEAT BLK  XL",7/19/2023,7/28/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,XL,755630
75563006," HOOD SWEAT BLK  XXL",7/19/2023,7/28/2023,"315 - Hooded Sweat Adult",6,25.06,150.36,54.99,329.94,0.544280778,XXL,755630
75573203," HOOD SWEAT CHAR MED",7/19/2023,7/28/2023,"315 - Hooded Sweat Adult",12,25.05,300.6,54.99,659.88,0.54446263,MED,755732
75573204," HOOD SWEAT CHAR LG",7/19/2023,7/28/2023,"315 - Hooded Sweat Adult",18,25.05,450.9,54.99,989.82,0.54446263,LG,755732
75593502," HOOD SWEAT WHT SM",7/19/2023,7/28/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,SM,755935
75593506," HOOD SWEAT WHT XXL",7/19/2023,7/28/2023,"315 - Hooded Sweat Adult",6,25.06,150.36,54.99,329.94,0.544280778,XXL,755935
75603002," HOOD SWEAT BLACK SM",7/19/2023,7/28/2023,"315 - Hooded Sweat Adult",12,25.05,300.6,54.99,659.88,0.54446263,SM,756030
75603004," HOOD SWEAT BLACK LG",7/19/2023,7/28/2023,"315 - Hooded Sweat Adult",24,25.05,601.2,54.99,1319.76,0.54446263,LG,756030
75603005," HOOD SWEAT BLACK XL",7/19/2023,7/28/2023,"315 - Hooded Sweat Adult",12,25.05,300.6,54.99,659.88,0.54446263,XL,756030
75633202," HOOD SWEAT   OXFORD GRY SM",7/19/2023,7/28/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,SM,756332
75633203," HOOD SWEAT   OXFORD GRY MED",7/19/2023,7/28/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,MED,756332
75633204," HOOD SWEAT   OXFORD GRY LG",7/19/2023,7/28/2023,"315 - Hooded Sweat Adult",18,25.06,451.08,54.99,989.82,0.544280778,LG,756332
75633205," HOOD SWEAT   OXFORD GRY XL",7/19/2023,7/28/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,XL,756332
75633206," HOOD SWEAT   OXFORD GRY XXL",7/19/2023,7/28/2023,"315 - Hooded Sweat Adult",6,25.06,150.36,54.99,329.94,0.544280778,XXL,756332
75613203," HOOD SWEAT   CHAR MED",7/19/2023,7/31/2023,"315 - Hooded Sweat Adult",12,25.05,300.6,54.99,659.88,0.54446263,MED,756132
75613204," HOOD SWEAT   CHAR LG",7/19/2023,7/31/2023,"315 - Hooded Sweat Adult",18,25.05,450.9,54.99,989.82,0.54446263,LG,756132
75626002," HOOD SWEAT   RED SM",7/19/2023,7/31/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,SM,756260
75626003," HOOD SWEAT   RED MED",7/19/2023,7/31/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,MED,756260
4826001," HOOD MSCT RED XS",6/5/2023,8/2/2023,"315 - Hooded Sweat Adult",3,24.09,72.27,52.99,158.97,0.545385922,XS,48260
4826002," HOOD MSCT RED SM",6/5/2023,8/2/2023,"315 - Hooded Sweat Adult",12,24.09,289.08,52.99,635.88,0.545385922,SM,48260
4826003," HOOD MSCT RED MED",6/5/2023,8/2/2023,"315 - Hooded Sweat Adult",18,24.09,433.62,52.99,953.82,0.545385922,MED,48260
4826004," HOOD MSCT RED LG",6/5/2023,8/2/2023,"315 - Hooded Sweat Adult",18,24.09,433.62,52.99,953.82,0.545385922,LG,48260
4826005," HOOD MSCT RED XL",6/5/2023,8/2/2023,"315 - Hooded Sweat Adult",16,24.09,385.44,52.99,847.84,0.545385922,XL,48260
4826006," HOOD MSCT RED XXL",6/5/2023,8/2/2023,"315 - Hooded Sweat Adult",4,24.09,96.36,52.99,211.96,0.545385922,XXL,48260
1253201," RWHOOD SILV GRY XS",6/5/2023,8/8/2023,"315 - Hooded Sweat Adult",4,33.16,132.64,69.99,279.96,0.526218031,XS,12532
1253202," RWHOOD SILV GRY SM",6/5/2023,8/8/2023,"315 - Hooded Sweat Adult",12,33.16,397.92,69.99,839.88,0.526218031,SM,12532
1253203," RWHOOD SILV GRY MED",6/5/2023,8/8/2023,"315 - Hooded Sweat Adult",18,33.16,596.88,69.99,1259.82,0.526218031,MED,12532
1253204," RWHOOD SILV GRY LG",6/5/2023,8/8/2023,"315 - Hooded Sweat Adult",18,33.16,596.88,69.99,1259.82,0.526218031,LG,12532
1253205," RWHOOD SILV GRY XL",6/5/2023,8/8/2023,"315 - Hooded Sweat Adult",16,33.16,530.56,69.99,1119.84,0.526218031,XL,12532
1253206," RWHOOD SILV GRY XXL",6/5/2023,8/8/2023,"315 - Hooded Sweat Adult",4,33.16,132.64,69.99,279.96,0.526218031,XXL,12532
75573206," HOOD SWEAT CHAR XXL",8/4/2023,8/4/2023,"315 - Hooded Sweat Adult",0,25.05,0,54.99,0,0.54446263,XXL,755732
75593506," HOOD SWEAT WHT XXL",8/4/2023,8/4/2023,"315 - Hooded Sweat Adult",0,25.06,0,54.99,0,0.544280778,XXL,755935
75563002," HOOD SWEAT BLK  SM",8/4/2023,8/15/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,SM,755630
75563003," HOOD SWEAT BLK  MED",8/4/2023,8/15/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,MED,755630
75563004," HOOD SWEAT BLK  LG",8/4/2023,8/15/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,LG,755630
75563005," HOOD SWEAT BLK  XL",8/4/2023,8/15/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,XL,755630
75573202," HOOD SWEAT CHAR SM",8/4/2023,8/15/2023,"315 - Hooded Sweat Adult",12,25.05,300.6,54.99,659.88,0.54446263,SM,755732
75573203," HOOD SWEAT CHAR MED",8/4/2023,8/15/2023,"315 - Hooded Sweat Adult",12,25.05,300.6,54.99,659.88,0.54446263,MED,755732
75573204," HOOD SWEAT CHAR LG",8/4/2023,8/15/2023,"315 - Hooded Sweat Adult",12,25.05,300.6,54.99,659.88,0.54446263,LG,755732
75573205," HOOD SWEAT CHAR XL",8/4/2023,8/15/2023,"315 - Hooded Sweat Adult",12,25.05,300.6,54.99,659.88,0.54446263,XL,755732
75586002," HOOD SWEAT RED SM",8/4/2023,8/15/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,SM,755860
75586003," HOOD SWEAT RED MED",8/4/2023,8/15/2023,"315 - Hooded Sweat Adult",18,25.06,451.08,54.99,989.82,0.544280778,MED,755860
75586004," HOOD SWEAT RED LG",8/4/2023,8/15/2023,"315 - Hooded Sweat Adult",18,25.06,451.08,54.99,989.82,0.544280778,LG,755860
75586005," HOOD SWEAT RED XL",8/4/2023,8/15/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,XL,755860
75586006," HOOD SWEAT RED XXL",8/4/2023,8/15/2023,"315 - Hooded Sweat Adult",6,25.06,150.36,54.99,329.94,0.544280778,XXL,755860
75593502," HOOD SWEAT WHT SM",8/4/2023,8/15/2023,"315 - Hooded Sweat Adult",18,25.06,451.08,54.99,989.82,0.544280778,SM,755935
75593503," HOOD SWEAT WHT MED",8/4/2023,8/15/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,MED,755935
75593504," HOOD SWEAT WHT LG",8/4/2023,8/15/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,LG,755935
75593505," HOOD SWEAT WHT XL",8/4/2023,8/15/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,XL,755935
75603002," HOOD SWEAT BLACK SM",8/4/2023,8/14/2023,"315 - Hooded Sweat Adult",12,25.05,300.6,54.99,659.88,0.54446263,SM,756030
75603003," HOOD SWEAT BLACK MED",8/4/2023,8/14/2023,"315 - Hooded Sweat Adult",12,25.05,300.6,54.99,659.88,0.54446263,MED,756030
75603004," HOOD SWEAT BLACK LG",8/4/2023,8/14/2023,"315 - Hooded Sweat Adult",12,25.05,300.6,54.99,659.88,0.54446263,LG,756030
75603005," HOOD SWEAT BLACK XL",8/4/2023,8/14/2023,"315 - Hooded Sweat Adult",12,25.05,300.6,54.99,659.88,0.54446263,XL,756030
75613202," HOOD SWEAT   CHAR SM",8/4/2023,8/15/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,SM,756132
75613203," HOOD SWEAT   CHAR MED",8/4/2023,8/15/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,MED,756132
75613204," HOOD SWEAT   CHAR LG",8/4/2023,8/15/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,LG,756132
75613205," HOOD SWEAT   CHAR XL",8/4/2023,8/15/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,XL,756132
4833201," HOODIE OXF GRY XS",7/27/2023,8/18/2023,"315 - Hooded Sweat Adult",5,24.09,120.45,52.99,264.95,0.545385922,XS,48332
4833202," HOODIE OXF GRY SM",7/27/2023,8/18/2023,"315 - Hooded Sweat Adult",12,24.09,289.08,52.99,635.88,0.545385922,SM,48332
4833203," HOODIE OXF GRY MED",7/27/2023,8/18/2023,"315 - Hooded Sweat Adult",23,24.09,554.07,52.99,1218.77,0.545385922,MED,48332
4833204," HOODIE OXF GRY LG",7/27/2023,8/18/2023,"315 - Hooded Sweat Adult",30,24.09,722.7,52.99,1589.7,0.545385922,LG,48332
4833205," HOODIE OXF GRY XL",7/27/2023,8/18/2023,"315 - Hooded Sweat Adult",12,24.09,289.08,52.99,635.88,0.545385922,XL,48332
4833206," HOODIE OXF GRY XXL",7/27/2023,8/18/2023,"315 - Hooded Sweat Adult",8,24.09,192.72,52.99,423.92,0.545385922,XXL,48332
4833207," HOODIE OXF GRY 3XL",7/27/2023,8/18/2023,"315 - Hooded Sweat Adult",4,26.52,106.08,54.99,219.96,0.517730497,3XL,48332
4826002," HOOD MSCT RED SM",7/27/2023,8/28/2023,"315 - Hooded Sweat Adult",12,24.09,289.08,52.99,635.88,0.545385922,SM,48260
4826003," HOOD MSCT RED MED",7/27/2023,8/28/2023,"315 - Hooded Sweat Adult",18,24.09,433.62,52.99,953.82,0.545385922,MED,48260
4826004," HOOD MSCT RED LG",7/27/2023,8/28/2023,"315 - Hooded Sweat Adult",18,24.09,433.62,52.99,953.82,0.545385922,LG,48260
4826005," HOOD MSCT RED XL",7/27/2023,8/28/2023,"315 - Hooded Sweat Adult",14,24.09,337.26,52.99,741.86,0.545385922,XL,48260
4826006," HOOD MSCT RED XXL",7/27/2023,8/28/2023,"315 - Hooded Sweat Adult",6,24.09,144.54,52.99,317.94,0.545385922,XXL,48260
4826007," HOOD MSCT RED 3XL",7/27/2023,8/28/2023,"315 - Hooded Sweat Adult",4,26.52,106.08,54.99,219.96,0.517730497,3XL,48260
10453002," HOOD NCSU/WLFHD HTHR BLK SM",7/10/2023,8/23/2023,"315 - Hooded Sweat Adult",12,34.82,417.84,69.99,839.88,0.502500357,SM,104530
10453003," HOOD NCSU/WLFHD HTHR BLK MED",7/10/2023,8/23/2023,"315 - Hooded Sweat Adult",18,34.82,626.76,69.99,1259.82,0.502500357,MED,104530
10453004," HOOD NCSU/WLFHD HTHR BLK LG",7/10/2023,8/23/2023,"315 - Hooded Sweat Adult",24,34.82,835.68,69.99,1679.76,0.502500357,LG,104530
10453005," HOOD NCSU/WLFHD HTHR BLK XL",7/10/2023,8/23/2023,"315 - Hooded Sweat Adult",12,34.82,417.84,69.99,839.88,0.502500357,XL,104530
10453006," HOOD NCSU/WLFHD HTHR BLK XXL",7/10/2023,8/23/2023,"315 - Hooded Sweat Adult",6,34.82,208.92,69.99,419.94,0.502500357,XXL,104530
10443502," HOOD NCSU/WLFHD HTHR WHT SM",7/10/2023,8/29/2023,"315 - Hooded Sweat Adult",22,34.82,766.04,69.99,1539.78,0.502500357,SM,104435
10443503," HOOD NCSU/WLFHD HTHR WHT MED",7/10/2023,8/29/2023,"315 - Hooded Sweat Adult",30,34.82,1044.6,69.99,2099.7,0.502500357,MED,104435
10443504," HOOD NCSU/WLFHD HTHR WHT LG",7/10/2023,8/29/2023,"315 - Hooded Sweat Adult",18,34.82,626.76,69.99,1259.82,0.502500357,LG,104435
75626002," HOOD SWEAT   RED SM",8/25/2023,8/31/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,SM,756260
75626003," HOOD SWEAT   RED MED",8/25/2023,8/31/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,MED,756260
75626004," HOOD SWEAT   RED LG",8/25/2023,8/31/2023,"315 - Hooded Sweat Adult",18,25.06,451.08,54.99,989.82,0.544280778,LG,756260
75626005," HOOD SWEAT   RED XL",8/25/2023,8/31/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,XL,756260
75633202," HOOD SWEAT   OXFORD GRY SM",8/25/2023,8/31/2023,"315 - Hooded Sweat Adult",12,25.05,300.6,54.99,659.88,0.54446263,SM,756332
75633203," HOOD SWEAT   OXFORD GRY MED",8/25/2023,8/31/2023,"315 - Hooded Sweat Adult",24,25.05,601.2,54.99,1319.76,0.54446263,MED,756332
75633204," HOOD SWEAT   OXFORD GRY LG",8/25/2023,8/31/2023,"315 - Hooded Sweat Adult",18,25.05,450.9,54.99,989.82,0.54446263,LG,756332
75633205," HOOD SWEAT   OXFORD GRY XL",8/25/2023,8/31/2023,"315 - Hooded Sweat Adult",12,25.05,300.6,54.99,659.88,0.54446263,XL,756332
75603002," HOOD SWEAT BLACK SM",8/25/2023,9/11/2023,"315 - Hooded Sweat Adult",12,25.05,300.6,54.99,659.88,0.54446263,SM,756030
75603003," HOOD SWEAT BLACK MED",8/25/2023,9/11/2023,"315 - Hooded Sweat Adult",12,25.05,300.6,54.99,659.88,0.54446263,MED,756030
75563002," HOOD SWEAT BLK  SM",8/25/2023,9/6/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,SM,755630
75563003," HOOD SWEAT BLK  MED",8/25/2023,9/6/2023,"315 - Hooded Sweat Adult",18,25.06,451.08,54.99,989.82,0.544280778,MED,755630
75563004," HOOD SWEAT BLK  LG",8/25/2023,9/6/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,LG,755630
75563006," HOOD SWEAT BLK  XXL",8/25/2023,9/6/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,XXL,755630
75573202," HOOD SWEAT CHAR SM",8/25/2023,9/6/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,SM,755732
75573203," HOOD SWEAT CHAR MED",8/25/2023,9/6/2023,"315 - Hooded Sweat Adult",18,25.06,451.08,54.99,989.82,0.544280778,MED,755732
75573204," HOOD SWEAT CHAR LG",8/25/2023,9/6/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,LG,755732
75573206," HOOD SWEAT CHAR XXL",8/25/2023,9/6/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,XXL,755732
75586002," HOOD SWEAT RED SM",8/25/2023,9/6/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,SM,755860
75586003," HOOD SWEAT RED MED",8/25/2023,9/6/2023,"315 - Hooded Sweat Adult",18,25.06,451.08,54.99,989.82,0.544280778,MED,755860
75586004," HOOD SWEAT RED LG",8/25/2023,9/6/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,LG,755860
75593502," HOOD SWEAT WHT SM",8/25/2023,9/6/2023,"315 - Hooded Sweat Adult",12,25.06,300.72,54.99,659.88,0.544280778,SM,755935
75593503," HOOD SWEAT WHT MED",8/25/2023,9/6/2023,"315 - Hooded Sweat Adult",24,25.06,601.44,54.99,1319.76,0.544280778,MED,755935
75593504," HOOD SWEAT WHT LG",8/25/2023,9/6/2023,"315 - Hooded Sweat Adult",24,25.06,601.44,54.99,1319.76,0.544280778,LG,755935
10474202," HOOD NCSU HTHR TAUPE SM",8/2/2023,9/7/2023,"315 - Hooded Sweat Adult",12,34.82,417.84,69.99,839.88,0.502500357,SM,104742
10474203," HOOD NCSU HTHR TAUPE MED",8/2/2023,9/7/2023,"315 - Hooded Sweat Adult",24,34.82,835.68,69.99,1679.76,0.502500357,MED,104742
10474204," HOOD NCSU HTHR TAUPE LG",8/2/2023,9/7/2023,"315 - Hooded Sweat Adult",24,34.82,835.68,69.99,1679.76,0.502500357,LG,104742
10474205," HOOD NCSU HTHR TAUPE XL",8/2/2023,9/7/2023,"315 - Hooded Sweat Adult",24,34.82,835.68,69.99,1679.76,0.502500357,XL,104742
10474206," HOOD NCSU HTHR TAUPE XXL",8/2/2023,9/7/2023,"315 - Hooded Sweat Adult",12,34.82,417.84,69.99,839.88,0.502500357,XXL,104742
10463202," HOOD NCSU HTHR GRY SM",8/2/2023,9/19/2023,"315 - Hooded Sweat Adult",18,34.82,626.76,69.99,1259.82,0.502500357,SM,104632
10463203," HOOD NCSU HTHR GRY MED",8/2/2023,9/19/2023,"315 - Hooded Sweat Adult",18,34.82,626.76,69.99,1259.82,0.502500357,MED,104632
10463204," HOOD NCSU HTHR GRY LG",8/2/2023,9/19/2023,"315 - Hooded Sweat Adult",24,34.82,835.68,69.99,1679.76,0.502500357,LG,104632
10463205," HOOD NCSU HTHR GRY XL",8/2/2023,9/19/2023,"315 - Hooded Sweat Adult",24,34.82,835.68,69.99,1679.76,0.502500357,XL,104632
10463206," HOOD NCSU HTHR GRY XXL",8/2/2023,9/19/2023,"315 - Hooded Sweat Adult",6,34.82,208.92,69.99,419.94,0.502500357,XXL,104632
12496003," STADIUM HOOD RED MED",8/2/2023,9/21/2023,"315 - Hooded Sweat Adult",18,39.7,714.6,76.99,1385.82,0.484348617,MED,124960
12496004," STADIUM HOOD RED LG",8/2/2023,9/21/2023,"315 - Hooded Sweat Adult",24,39.7,952.8,76.99,1847.76,0.484348617,LG,124960
12496005," STADIUM HOOD RED XL",8/2/2023,9/21/2023,"315 - Hooded Sweat Adult",24,39.7,952.8,76.99,1847.76,0.484348617,XL,124960
12496006," STADIUM HOOD RED XXL",8/2/2023,9/21/2023,"315 - Hooded Sweat Adult",6,39.7,238.2,76.99,461.94,0.484348617,XXL,124960
30726002," HOOD SWEAT NCST MOM RED SM",8/1/2023,9/20/2023,"315 - Hooded Sweat Adult",12,27.74,332.88,59.99,719.88,0.537589598,SM,307260
30726003," HOOD SWEAT NCST MOM RED MED",8/1/2023,9/20/2023,"315 - Hooded Sweat Adult",20,27.74,554.8,59.99,1199.8,0.537589598,MED,307260
30726004," HOOD SWEAT NCST MOM RED LG",8/1/2023,9/20/2023,"315 - Hooded Sweat Adult",22,27.74,610.28,59.99,1319.78,0.537589598,LG,307260
30726005," HOOD SWEAT NCST MOM RED XL",8/1/2023,9/20/2023,"315 - Hooded Sweat Adult",12,27.74,332.88,59.99,719.88,0.537589598,XL,307260
30726006," HOOD SWEAT NCST MOM RED XXL",8/1/2023,9/20/2023,"315 - Hooded Sweat Adult",6,27.74,166.44,59.99,359.94,0.537589598,XXL,307260
30696002," HOOD SWEAT WP DAD RED SM",8/1/2023,9/25/2023,"315 - Hooded Sweat Adult",6,28.35,170.1,59.99,359.94,0.527421237,SM,306960
30696003," HOOD SWEAT WP DAD RED MED",8/1/2023,9/25/2023,"315 - Hooded Sweat Adult",14,28.35,396.9,59.99,839.86,0.527421237,MED,306960
30696004," HOOD SWEAT WP DAD RED LG",8/1/2023,9/25/2023,"315 - Hooded Sweat Adult",24,28.35,680.4,59.99,1439.76,0.527421237,LG,306960
30696005," HOOD SWEAT WP DAD RED XL",8/1/2023,9/25/2023,"315 - Hooded Sweat Adult",20,28.35,567,59.99,1199.8,0.527421237,XL,306960
30696006," HOOD SWEAT WP DAD RED XXL",8/1/2023,9/25/2023,"315 - Hooded Sweat Adult",8,28.35,226.8,59.99,479.92,0.527421237,XXL,306960
61193202," OHT MENS RAGLAN HOODIE GRY/CAMO SM",2/6/2023,10/2/2023,"315 - Hooded Sweat Adult",12,34,408,74,888,0.540540541,SM,611932
61193203," OHT MENS RAGLAN HOODIE GRY/CAMO MED",2/6/2023,10/2/2023,"315 - Hooded Sweat Adult",24,34,816,74,1776,0.540540541,MED,611932
61193204," OHT MENS RAGLAN HOODIE GRY/CAMO LG",2/6/2023,10/2/2023,"315 - Hooded Sweat Adult",24,34,816,74,1776,0.540540541,LG,611932
61193205," OHT MENS RAGLAN HOODIE GRY/CAMO XL",2/6/2023,10/2/2023,"315 - Hooded Sweat Adult",24,34,816,74,1776,0.540540541,XL,611932
61193206," OHT MENS RAGLAN HOODIE GRY/CAMO XXL",2/6/2023,10/2/2023,"315 - Hooded Sweat Adult",8,34,272,74,592,0.540540541,XXL,611932
61193207," OHT MENS RAGLAN HOODIE GRY/CAMO 3XL",2/6/2023,10/2/2023,"315 - Hooded Sweat Adult",4,36.5,146,74,296,0.506756757,3XL,611932
61203202," OHT MENS POLY FLC HOODIE LT GRY/CAMO SM",2/6/2023,10/2/2023,"315 - Hooded Sweat Adult",12,34,408,72,864,0.527777778,SM,612032
61203203," OHT MENS POLY FLC HOODIE LT GRY/CAMO MED",2/6/2023,10/2/2023,"315 - Hooded Sweat Adult",24,34,816,72,1728,0.527777778,MED,612032
61203204," OHT MENS POLY FLC HOODIE LT GRY/CAMO LG",2/6/2023,10/2/2023,"315 - Hooded Sweat Adult",24,34,816,72,1728,0.527777778,LG,612032
61203205," OHT MENS POLY FLC HOODIE LT GRY/CAMO XL",2/6/2023,10/2/2023,"315 - Hooded Sweat Adult",24,34,816,72,1728,0.527777778,XL,612032
61203206," OHT MENS POLY FLC HOODIE LT GRY/CAMO XXL",2/6/2023,10/2/2023,"315 - Hooded Sweat Adult",8,34,272,72,576,0.527777778,XXL,612032
61203207," OHT MENS POLY FLC HOODIE LT GRY/CAMO 3XL",2/6/2023,10/2/2023,"315 - Hooded Sweat Adult",4,36.5,146,72,288,0.493055556,3XL,612032
61216002," OHT MENS POLY FLC HOODIE RD/CAMO SM",2/6/2023,10/2/2023,"315 - Hooded Sweat Adult",12,33,396,70,840,0.528571429,SM,612160
61216003," OHT MENS POLY FLC HOODIE RD/CAMO MED",2/6/2023,10/2/2023,"315 - Hooded Sweat Adult",24,33,792,70,1680,0.528571429,MED,612160
61216004," OHT MENS POLY FLC HOODIE RD/CAMO LG",2/6/2023,10/2/2023,"315 - Hooded Sweat Adult",24,33,792,70,1680,0.528571429,LG,612160
61216005," OHT MENS POLY FLC HOODIE RD/CAMO XL",2/6/2023,10/2/2023,"315 - Hooded Sweat Adult",24,33,792,70,1680,0.528571429,XL,612160
